group_num;n_bins;distance;method
1;197;0.21343;Bhattacharyya
1;197;0.337483;Chisquare
1;197;0.94658;Correlation
1;197;0.279366;Chisquare Alt
1;197;0.812726;Intersect
1;197;0.33974;KL DIV
1;198;0.212678;Bhattacharyya
1;198;0.328708;Chisquare
1;198;0.947083;Correlation
1;198;0.275115;Chisquare Alt
1;198;0.815236;Intersect
1;198;0.356447;KL DIV
1;199;0.215328;Bhattacharyya
1;199;0.318449;Chisquare
1;199;0.944222;Correlation
1;199;0.281345;Chisquare Alt
1;199;0.814331;Intersect
1;199;0.365507;KL DIV
1;200;0.214016;Bhattacharyya
1;200;0.324323;Chisquare
1;200;0.950644;Correlation
1;200;0.2775;Chisquare Alt
1;200;0.814434;Intersect
1;200;0.354546;KL DIV
1;201;0.217231;Bhattacharyya
1;201;0.336734;Chisquare
1;201;0.951711;Correlation
1;201;0.287186;Chisquare Alt
1;201;0.812747;Intersect
1;201;0.370775;KL DIV
1;202;0.216487;Bhattacharyya
1;202;0.326159;Chisquare
1;202;0.946028;Correlation
1;202;0.28339;Chisquare Alt
1;202;0.81287;Intersect
1;202;0.356153;KL DIV
1;203;0.216254;Bhattacharyya
1;203;0.325177;Chisquare
1;203;0.942639;Correlation
1;203;0.284931;Chisquare Alt
1;203;0.812253;Intersect
1;203;0.360312;KL DIV
1;204;0.217032;Bhattacharyya
1;204;0.332431;Chisquare
1;204;0.943799;Correlation
1;204;0.284834;Chisquare Alt
1;204;0.811615;Intersect
1;204;0.369172;KL DIV
1;205;0.219324;Bhattacharyya
1;205;0.330651;Chisquare
1;205;0.942721;Correlation
1;205;0.291673;Chisquare Alt
1;205;0.81034;Intersect
1;205;0.380151;KL DIV
1;206;0.218045;Bhattacharyya
1;206;0.336833;Chisquare
1;206;0.949759;Correlation
1;206;0.288305;Chisquare Alt
1;206;0.810216;Intersect
1;206;0.362436;KL DIV
1;207;0.220896;Bhattacharyya
1;207;0.334933;Chisquare
1;207;0.950937;Correlation
1;207;0.293948;Chisquare Alt
1;207;0.810031;Intersect
1;207;0.383554;KL DIV
1;208;0.22332;Bhattacharyya
1;208;0.328237;Chisquare
1;208;0.945683;Correlation
1;208;0.298305;Chisquare Alt
1;208;0.809188;Intersect
1;208;0.378803;KL DIV
1;209;0.220802;Bhattacharyya
1;209;0.336425;Chisquare
1;209;0.943844;Correlation
1;209;0.296098;Chisquare Alt
1;209;0.806863;Intersect
1;209;0.366097;KL DIV
1;210;0.222399;Bhattacharyya
1;210;0.345762;Chisquare
1;210;0.944176;Correlation
1;210;0.297434;Chisquare Alt
1;210;0.809846;Intersect
1;210;0.381332;KL DIV
1;211;0.224385;Bhattacharyya
1;211;0.333445;Chisquare
1;211;0.946236;Correlation
1;211;0.301592;Chisquare Alt
1;211;0.80569;Intersect
1;211;0.390696;KL DIV
1;212;0.223693;Bhattacharyya
1;212;0.348356;Chisquare
1;212;0.949176;Correlation
1;212;0.303122;Chisquare Alt
1;212;0.805485;Intersect
1;212;0.383849;KL DIV
1;213;0.22526;Bhattacharyya
1;213;0.34583;Chisquare
1;213;0.941989;Correlation
1;213;0.303368;Chisquare Alt
1;213;0.805505;Intersect
1;213;0.399448;KL DIV
1;214;0.225707;Bhattacharyya
1;214;0.362356;Chisquare
1;214;0.943062;Correlation
1;214;0.305905;Chisquare Alt
1;214;0.805258;Intersect
1;214;0.396981;KL DIV
1;215;0.227658;Bhattacharyya
1;215;0.362926;Chisquare
1;215;0.940557;Correlation
1;215;0.312174;Chisquare Alt
1;215;0.803263;Intersect
1;215;0.394805;KL DIV
1;216;0.226898;Bhattacharyya
1;216;0.338011;Chisquare
1;216;0.941719;Correlation
1;216;0.308545;Chisquare Alt
1;216;0.802913;Intersect
1;216;0.394873;KL DIV
1;217;0.227701;Bhattacharyya
1;217;0.361719;Chisquare
1;217;0.948053;Correlation
1;217;0.31065;Chisquare Alt
1;217;0.803181;Intersect
1;217;0.407733;KL DIV
1;218;0.228727;Bhattacharyya
1;218;0.345268;Chisquare
1;218;0.943798;Correlation
1;218;0.313678;Chisquare Alt
1;218;0.801782;Intersect
1;218;0.403832;KL DIV
1;219;0.229144;Bhattacharyya
1;219;0.364727;Chisquare
1;219;0.939492;Correlation
1;219;0.315187;Chisquare Alt
1;219;0.800959;Intersect
1;219;0.405101;KL DIV
1;220;0.230873;Bhattacharyya
1;220;0.359992;Chisquare
1;220;0.93904;Correlation
1;220;0.317246;Chisquare Alt
1;220;0.801164;Intersect
1;220;0.418744;KL DIV
1;221;0.231588;Bhattacharyya
1;221;0.353277;Chisquare
1;221;0.935528;Correlation
1;221;0.319239;Chisquare Alt
1;221;0.801226;Intersect
1;221;0.416291;KL DIV
1;222;0.231199;Bhattacharyya
1;222;0.371607;Chisquare
1;222;0.944814;Correlation
1;222;0.320299;Chisquare Alt
1;222;0.799951;Intersect
1;222;0.423822;KL DIV
1;223;0.234785;Bhattacharyya
1;223;0.359507;Chisquare
1;223;0.943046;Correlation
1;223;0.326181;Chisquare Alt
1;223;0.799025;Intersect
1;223;0.440236;KL DIV
1;224;0.233305;Bhattacharyya
1;224;0.369578;Chisquare
1;224;0.938006;Correlation
1;224;0.324986;Chisquare Alt
1;224;0.798387;Intersect
1;224;0.413563;KL DIV
1;225;0.235903;Bhattacharyya
1;225;0.360711;Chisquare
1;225;0.932645;Correlation
1;225;0.329884;Chisquare Alt
1;225;0.795959;Intersect
1;225;0.438225;KL DIV
1;226;0.235751;Bhattacharyya
1;226;0.375233;Chisquare
1;226;0.936348;Correlation
1;226;0.331127;Chisquare Alt
1;226;0.796104;Intersect
1;226;0.436185;KL DIV
1;227;0.235896;Bhattacharyya
1;227;0.370938;Chisquare
1;227;0.934408;Correlation
1;227;0.329831;Chisquare Alt
1;227;0.796474;Intersect
1;227;0.444535;KL DIV
1;228;0.237204;Bhattacharyya
1;228;0.357647;Chisquare
1;228;0.945649;Correlation
1;228;0.332057;Chisquare Alt
1;228;0.797441;Intersect
1;228;0.444397;KL DIV
1;229;0.2369;Bhattacharyya
1;229;0.369086;Chisquare
1;229;0.937559;Correlation
1;229;0.33285;Chisquare Alt
1;229;0.795507;Intersect
1;229;0.452921;KL DIV
1;230;0.238266;Bhattacharyya
1;230;0.374471;Chisquare
1;230;0.935404;Correlation
1;230;0.336652;Chisquare Alt
1;230;0.795383;Intersect
1;230;0.45603;KL DIV
1;231;0.239401;Bhattacharyya
1;231;0.374084;Chisquare
1;231;0.936079;Correlation
1;231;0.338846;Chisquare Alt
1;231;0.792688;Intersect
1;231;0.457298;KL DIV
1;232;0.239285;Bhattacharyya
1;232;0.382591;Chisquare
1;232;0.932334;Correlation
1;232;0.339101;Chisquare Alt
1;232;0.793388;Intersect
1;232;0.455694;KL DIV
1;233;0.241477;Bhattacharyya
1;233;0.384219;Chisquare
1;233;0.943228;Correlation
1;233;0.343436;Chisquare Alt
1;233;0.792256;Intersect
1;233;0.465473;KL DIV
1;234;0.240474;Bhattacharyya
1;234;0.387104;Chisquare
1;234;0.936202;Correlation
1;234;0.341277;Chisquare Alt
1;234;0.792894;Intersect
1;234;0.463711;KL DIV
1;235;0.242698;Bhattacharyya
1;235;0.376907;Chisquare
1;235;0.936352;Correlation
1;235;0.34723;Chisquare Alt
1;235;0.791269;Intersect
1;235;0.470808;KL DIV
1;236;0.242348;Bhattacharyya
1;236;0.393864;Chisquare
1;236;0.929976;Correlation
1;236;0.346016;Chisquare Alt
1;236;0.791536;Intersect
1;236;0.471564;KL DIV
1;237;0.244329;Bhattacharyya
1;237;0.389308;Chisquare
1;237;0.933802;Correlation
1;237;0.350478;Chisquare Alt
1;237;0.790528;Intersect
1;237;0.477644;KL DIV
1;238;0.244385;Bhattacharyya
1;238;0.384645;Chisquare
1;238;0.92997;Correlation
1;238;0.350407;Chisquare Alt
1;238;0.790117;Intersect
1;238;0.481164;KL DIV
1;239;0.245523;Bhattacharyya
1;239;0.383538;Chisquare
1;239;0.940356;Correlation
1;239;0.353139;Chisquare Alt
1;239;0.789932;Intersect
1;239;0.488797;KL DIV
1;240;0.246858;Bhattacharyya
1;240;0.394606;Chisquare
1;240;0.929646;Correlation
1;240;0.357248;Chisquare Alt
1;240;0.788101;Intersect
1;240;0.492379;KL DIV
1;241;0.246583;Bhattacharyya
1;241;0.399339;Chisquare
1;241;0.929323;Correlation
1;241;0.355504;Chisquare Alt
1;241;0.788533;Intersect
1;241;0.496442;KL DIV
1;242;0.247732;Bhattacharyya
1;242;0.38615;Chisquare
1;242;0.931383;Correlation
1;242;0.359941;Chisquare Alt
1;242;0.785941;Intersect
1;242;0.494387;KL DIV
1;243;0.247429;Bhattacharyya
1;243;0.400455;Chisquare
1;243;0.92744;Correlation
1;243;0.360122;Chisquare Alt
1;243;0.785858;Intersect
1;243;0.489846;KL DIV
1;244;0.249491;Bhattacharyya
1;244;0.403816;Chisquare
1;244;0.941567;Correlation
1;244;0.363722;Chisquare Alt
1;244;0.785159;Intersect
1;244;0.503661;KL DIV
1;245;0.250753;Bhattacharyya
1;245;0.395813;Chisquare
1;245;0.929441;Correlation
1;245;0.366281;Chisquare Alt
1;245;0.785879;Intersect
1;245;0.511365;KL DIV
1;246;0.250482;Bhattacharyya
1;246;0.397251;Chisquare
1;246;0.931318;Correlation
1;246;0.366033;Chisquare Alt
1;246;0.785447;Intersect
1;246;0.504845;KL DIV
1;247;0.251417;Bhattacharyya
1;247;0.400375;Chisquare
1;247;0.927464;Correlation
1;247;0.368894;Chisquare Alt
1;247;0.783966;Intersect
1;247;0.514212;KL DIV
1;248;0.251768;Bhattacharyya
1;248;0.419187;Chisquare
1;248;0.926334;Correlation
1;248;0.370235;Chisquare Alt
1;248;0.783102;Intersect
1;248;0.517462;KL DIV
1;249;0.25316;Bhattacharyya
1;249;0.403625;Chisquare
1;249;0.927157;Correlation
1;249;0.372429;Chisquare Alt
1;249;0.782916;Intersect
1;249;0.52119;KL DIV
1;250;0.254334;Bhattacharyya
1;250;0.411252;Chisquare
1;250;0.926995;Correlation
1;250;0.376628;Chisquare Alt
1;250;0.781991;Intersect
1;250;0.526445;KL DIV
1;251;0.253542;Bhattacharyya
1;251;0.402503;Chisquare
1;251;0.926715;Correlation
1;251;0.373805;Chisquare Alt
1;251;0.782464;Intersect
1;251;0.523503;KL DIV
1;252;0.255524;Bhattacharyya
1;252;0.414371;Chisquare
1;252;0.924972;Correlation
1;252;0.379751;Chisquare Alt
1;252;0.780139;Intersect
1;252;0.530247;KL DIV
1;253;0.25551;Bhattacharyya
1;253;0.407535;Chisquare
1;253;0.926998;Correlation
1;253;0.378237;Chisquare Alt
1;253;0.781517;Intersect
1;253;0.534576;KL DIV
1;254;0.257636;Bhattacharyya
1;254;0.418002;Chisquare
1;254;0.924756;Correlation
1;254;0.384985;Chisquare Alt
1;254;0.778843;Intersect
1;254;0.541848;KL DIV
1;255;0.257636;Bhattacharyya
1;255;0.418002;Chisquare
1;255;0.924772;Correlation
1;255;0.384985;Chisquare Alt
1;255;0.778843;Intersect
1;255;0.541848;KL DIV
2;1;0;Bhattacharyya
2;1;0;Chisquare
2;1;1;Correlation
2;1;0;Chisquare Alt
2;1;1;Intersect
2;1;0;KL DIV
2;2;0.0457344;Bhattacharyya
2;2;0.0167822;Chisquare
2;2;0.982371;Correlation
2;2;0.0166691;Chisquare Alt
2;2;0.954244;Intersect
2;2;0.00840232;KL DIV
2;3;0.0365839;Bhattacharyya
2;3;0.00871253;Chisquare
2;3;0.998853;Correlation
2;3;0.0103707;Chisquare Alt
2;3;0.973588;Intersect
2;3;0.00551487;KL DIV
2;4;0.0506671;Bhattacharyya
2;4;0.0200371;Chisquare
2;4;0.988951;Correlation
2;4;0.0202256;Chisquare Alt
2;4;0.947255;Intersect
2;4;0.0105787;KL DIV
2;5;0.0358848;Bhattacharyya
2;5;0.0107406;Chisquare
2;5;0.99803;Correlation
2;5;0.0101813;Chisquare Alt
2;5;0.966986;Intersect
2;5;0.005183;KL DIV
2;6;0.0615583;Bhattacharyya
2;6;0.0277636;Chisquare
2;6;0.991504;Correlation
2;6;0.0297666;Chisquare Alt
2;6;0.939515;Intersect
2;6;0.0155475;KL DIV
2;7;0.0412446;Bhattacharyya
2;7;0.0116524;Chisquare
2;7;0.998713;Correlation
2;7;0.0128388;Chisquare Alt
2;7;0.968131;Intersect
2;7;0.00695347;KL DIV
2;8;0.0853369;Bhattacharyya
2;8;0.0475749;Chisquare
2;8;0.986699;Correlation
2;8;0.0548955;Chisquare Alt
2;8;0.922264;Intersect
2;8;0.0314613;KL DIV
2;9;0.0796051;Bhattacharyya
2;9;0.0339265;Chisquare
2;9;0.992625;Correlation
2;9;0.0461114;Chisquare Alt
2;9;0.943766;Intersect
2;9;0.0307278;KL DIV
2;10;0.0838243;Bhattacharyya
2;10;0.0586465;Chisquare
2;10;0.985123;Correlation
2;10;0.0535541;Chisquare Alt
2;10;0.918327;Intersect
2;10;0.0285221;KL DIV
2;11;0.0950018;Bhattacharyya
2;11;0.0525097;Chisquare
2;11;0.987005;Correlation
2;11;0.0645262;Chisquare Alt
2;11;0.923454;Intersect
2;11;0.0436543;KL DIV
2;12;0.0831009;Bhattacharyya
2;12;0.0565587;Chisquare
2;12;0.985588;Correlation
2;12;0.0538769;Chisquare Alt
2;12;0.917917;Intersect
2;12;0.027995;KL DIV
2;13;0.104091;Bhattacharyya
2;13;0.055594;Chisquare
2;13;0.986726;Correlation
2;13;0.0768857;Chisquare Alt
2;13;0.926131;Intersect
2;13;0.0514403;KL DIV
2;14;0.0984423;Bhattacharyya
2;14;0.0762955;Chisquare
2;14;0.983513;Correlation
2;14;0.0731368;Chisquare Alt
2;14;0.91183;Intersect
2;14;0.0417618;KL DIV
2;15;0.106638;Bhattacharyya
2;15;0.0765883;Chisquare
2;15;0.978974;Correlation
2;15;0.0841407;Chisquare Alt
2;15;0.904417;Intersect
2;15;0.0525212;KL DIV
2;16;0.1159;Bhattacharyya
2;16;0.0948237;Chisquare
2;16;0.97196;Correlation
2;16;0.0988151;Chisquare Alt
2;16;0.892347;Intersect
2;16;0.0595913;KL DIV
2;17;0.113664;Bhattacharyya
2;17;0.131307;Chisquare
2;17;0.970152;Correlation
2;17;0.0955867;Chisquare Alt
2;17;0.888064;Intersect
2;17;0.0573112;KL DIV
2;18;0.126118;Bhattacharyya
2;18;0.114154;Chisquare
2;18;0.969724;Correlation
2;18;0.113968;Chisquare Alt
2;18;0.886938;Intersect
2;18;0.0741401;KL DIV
2;19;0.113339;Bhattacharyya
2;19;0.0969134;Chisquare
2;19;0.977768;Correlation
2;19;0.0965869;Chisquare Alt
2;19;0.894919;Intersect
2;19;0.0553384;KL DIV
2;20;0.129923;Bhattacharyya
2;20;0.111344;Chisquare
2;20;0.971819;Correlation
2;20;0.120931;Chisquare Alt
2;20;0.882565;Intersect
2;20;0.0812572;KL DIV
2;21;0.124249;Bhattacharyya
2;21;0.127461;Chisquare
2;21;0.966564;Correlation
2;21;0.112459;Chisquare Alt
2;21;0.884766;Intersect
2;21;0.0690569;KL DIV
2;22;0.134516;Bhattacharyya
2;22;0.12278;Chisquare
2;22;0.961172;Correlation
2;22;0.129015;Chisquare Alt
2;22;0.874464;Intersect
2;22;0.0871824;KL DIV
2;23;0.129279;Bhattacharyya
2;23;0.1645;Chisquare
2;23;0.961898;Correlation
2;23;0.120543;Chisquare Alt
2;23;0.877382;Intersect
2;23;0.0753721;KL DIV
2;24;0.14158;Bhattacharyya
2;24;0.129729;Chisquare
2;24;0.967009;Correlation
2;24;0.143886;Chisquare Alt
2;24;0.874949;Intersect
2;24;0.0952005;KL DIV
2;25;0.138267;Bhattacharyya
2;25;0.172367;Chisquare
2;25;0.969386;Correlation
2;25;0.133217;Chisquare Alt
2;25;0.879595;Intersect
2;25;0.0957215;KL DIV
2;26;0.142249;Bhattacharyya
2;26;0.137493;Chisquare
2;26;0.968849;Correlation
2;26;0.147094;Chisquare Alt
2;26;0.874624;Intersect
2;26;0.0920693;KL DIV
2;27;0.141376;Bhattacharyya
2;27;0.14807;Chisquare
2;27;0.964375;Correlation
2;27;0.139919;Chisquare Alt
2;27;0.877572;Intersect
2;27;0.101253;KL DIV
2;28;0.147606;Bhattacharyya
2;28;0.168835;Chisquare
2;28;0.945695;Correlation
2;28;0.159289;Chisquare Alt
2;28;0.855768;Intersect
2;28;0.0966669;KL DIV
2;29;0.146647;Bhattacharyya
2;29;0.176785;Chisquare
2;29;0.962972;Correlation
2;29;0.153044;Chisquare Alt
2;29;0.869575;Intersect
2;29;0.103704;KL DIV
2;30;0.147426;Bhattacharyya
2;30;0.159089;Chisquare
2;30;0.957778;Correlation
2;30;0.156725;Chisquare Alt
2;30;0.861672;Intersect
2;30;0.102971;KL DIV
2;31;0.150659;Bhattacharyya
2;31;0.178113;Chisquare
2;31;0.96983;Correlation
2;31;0.158102;Chisquare Alt
2;31;0.874227;Intersect
2;31;0.113303;KL DIV
2;32;0.150698;Bhattacharyya
2;32;0.200592;Chisquare
2;32;0.952535;Correlation
2;32;0.162993;Chisquare Alt
2;32;0.862111;Intersect
2;32;0.102541;KL DIV
2;33;0.153645;Bhattacharyya
2;33;0.173925;Chisquare
2;33;0.953918;Correlation
2;33;0.163437;Chisquare Alt
2;33;0.862862;Intersect
2;33;0.120413;KL DIV
2;34;0.153072;Bhattacharyya
2;34;0.215445;Chisquare
2;34;0.945736;Correlation
2;34;0.165791;Chisquare Alt
2;34;0.854472;Intersect
2;34;0.111677;KL DIV
2;35;0.157449;Bhattacharyya
2;35;0.178707;Chisquare
2;35;0.956667;Correlation
2;35;0.173437;Chisquare Alt
2;35;0.855849;Intersect
2;35;0.127795;KL DIV
2;36;0.15851;Bhattacharyya
2;36;0.193763;Chisquare
2;36;0.960474;Correlation
2;36;0.175736;Chisquare Alt
2;36;0.857675;Intersect
2;36;0.122944;KL DIV
2;37;0.161902;Bhattacharyya
2;37;0.188267;Chisquare
2;37;0.958055;Correlation
2;37;0.182779;Chisquare Alt
2;37;0.856706;Intersect
2;37;0.142857;KL DIV
2;38;0.162493;Bhattacharyya
2;38;0.192208;Chisquare
2;38;0.953177;Correlation
2;38;0.181232;Chisquare Alt
2;38;0.851191;Intersect
2;38;0.144783;KL DIV
2;39;0.165273;Bhattacharyya
2;39;0.202591;Chisquare
2;39;0.940857;Correlation
2;39;0.1884;Chisquare Alt
2;39;0.84961;Intersect
2;39;0.142429;KL DIV
2;40;0.165078;Bhattacharyya
2;40;0.201886;Chisquare
2;40;0.945246;Correlation
2;40;0.187376;Chisquare Alt
2;40;0.849197;Intersect
2;40;0.143567;KL DIV
2;41;0.162122;Bhattacharyya
2;41;0.192157;Chisquare
2;41;0.951434;Correlation
2;41;0.184706;Chisquare Alt
2;41;0.849303;Intersect
2;41;0.136819;KL DIV
2;42;0.168265;Bhattacharyya
2;42;0.215558;Chisquare
2;42;0.955629;Correlation
2;42;0.195372;Chisquare Alt
2;42;0.854018;Intersect
2;42;0.145224;KL DIV
2;43;0.166772;Bhattacharyya
2;43;0.208287;Chisquare
2;43;0.954479;Correlation
2;43;0.194306;Chisquare Alt
2;43;0.851842;Intersect
2;43;0.149645;KL DIV
2;44;0.170866;Bhattacharyya
2;44;0.212543;Chisquare
2;44;0.945608;Correlation
2;44;0.202317;Chisquare Alt
2;44;0.843262;Intersect
2;44;0.148206;KL DIV
2;45;0.168227;Bhattacharyya
2;45;0.220669;Chisquare
2;45;0.93755;Correlation
2;45;0.197177;Chisquare Alt
2;45;0.840172;Intersect
2;45;0.14915;KL DIV
2;46;0.170264;Bhattacharyya
2;46;0.210019;Chisquare
2;46;0.941986;Correlation
2;46;0.200927;Chisquare Alt
2;46;0.842912;Intersect
2;46;0.148263;KL DIV
2;47;0.168101;Bhattacharyya
2;47;0.232497;Chisquare
2;47;0.945688;Correlation
2;47;0.195568;Chisquare Alt
2;47;0.844001;Intersect
2;47;0.148265;KL DIV
2;48;0.17604;Bhattacharyya
2;48;0.265001;Chisquare
2;48;0.947641;Correlation
2;48;0.213954;Chisquare Alt
2;48;0.844631;Intersect
2;48;0.159825;KL DIV
2;49;0.174687;Bhattacharyya
2;49;0.227963;Chisquare
2;49;0.9452;Correlation
2;49;0.205614;Chisquare Alt
2;49;0.840982;Intersect
2;49;0.177701;KL DIV
2;50;0.17758;Bhattacharyya
2;50;0.257403;Chisquare
2;50;0.936638;Correlation
2;50;0.217476;Chisquare Alt
2;50;0.835315;Intersect
2;50;0.168586;KL DIV
2;51;0.176274;Bhattacharyya
2;51;0.240898;Chisquare
2;51;0.937827;Correlation
2;51;0.20955;Chisquare Alt
2;51;0.838181;Intersect
2;51;0.181189;KL DIV
2;52;0.177056;Bhattacharyya
2;52;0.240428;Chisquare
2;52;0.937447;Correlation
2;52;0.218067;Chisquare Alt
2;52;0.833046;Intersect
2;52;0.159334;KL DIV
2;53;0.177504;Bhattacharyya
2;53;0.249897;Chisquare
2;53;0.948311;Correlation
2;53;0.214898;Chisquare Alt
2;53;0.839801;Intersect
2;53;0.179614;KL DIV
2;54;0.1776;Bhattacharyya
2;54;0.268801;Chisquare
2;54;0.949281;Correlation
2;54;0.21962;Chisquare Alt
2;54;0.840189;Intersect
2;54;0.161662;KL DIV
2;55;0.180146;Bhattacharyya
2;55;0.246969;Chisquare
2;55;0.946587;Correlation
2;55;0.220242;Chisquare Alt
2;55;0.838407;Intersect
2;55;0.184331;KL DIV
2;56;0.178551;Bhattacharyya
2;56;0.254042;Chisquare
2;56;0.933381;Correlation
2;56;0.220838;Chisquare Alt
2;56;0.832716;Intersect
2;56;0.165466;KL DIV
2;57;0.180906;Bhattacharyya
2;57;0.250963;Chisquare
2;57;0.94197;Correlation
2;57;0.2208;Chisquare Alt
2;57;0.834044;Intersect
2;57;0.186352;KL DIV
2;58;0.182276;Bhattacharyya
2;58;0.261571;Chisquare
2;58;0.947167;Correlation
2;58;0.225731;Chisquare Alt
2;58;0.832214;Intersect
2;58;0.192109;KL DIV
2;59;0.184324;Bhattacharyya
2;59;0.244309;Chisquare
2;59;0.938808;Correlation
2;59;0.229428;Chisquare Alt
2;59;0.833495;Intersect
2;59;0.184196;KL DIV
2;60;0.182548;Bhattacharyya
2;60;0.254883;Chisquare
2;60;0.936456;Correlation
2;60;0.227873;Chisquare Alt
2;60;0.82977;Intersect
2;60;0.185241;KL DIV
2;61;0.187072;Bhattacharyya
2;61;0.264961;Chisquare
2;61;0.936011;Correlation
2;61;0.23786;Chisquare Alt
2;61;0.827503;Intersect
2;61;0.198704;KL DIV
2;62;0.186576;Bhattacharyya
2;62;0.265468;Chisquare
2;62;0.940102;Correlation
2;62;0.236132;Chisquare Alt
2;62;0.828046;Intersect
2;62;0.191557;KL DIV
2;63;0.185697;Bhattacharyya
2;63;0.252386;Chisquare
2;63;0.935894;Correlation
2;63;0.23358;Chisquare Alt
2;63;0.829195;Intersect
2;63;0.196606;KL DIV
2;64;0.187208;Bhattacharyya
2;64;0.265194;Chisquare
2;64;0.936967;Correlation
2;64;0.237598;Chisquare Alt
2;64;0.829997;Intersect
2;64;0.18855;KL DIV
2;65;0.189972;Bhattacharyya
2;65;0.268014;Chisquare
2;65;0.939584;Correlation
2;65;0.242351;Chisquare Alt
2;65;0.830316;Intersect
2;65;0.214321;KL DIV
2;66;0.189256;Bhattacharyya
2;66;0.27496;Chisquare
2;66;0.937388;Correlation
2;66;0.242776;Chisquare Alt
2;66;0.825906;Intersect
2;66;0.197043;KL DIV
2;67;0.190123;Bhattacharyya
2;67;0.261515;Chisquare
2;67;0.936122;Correlation
2;67;0.243441;Chisquare Alt
2;67;0.826124;Intersect
2;67;0.204473;KL DIV
2;68;0.189879;Bhattacharyya
2;68;0.273913;Chisquare
2;68;0.937779;Correlation
2;68;0.241698;Chisquare Alt
2;68;0.824432;Intersect
2;68;0.21748;KL DIV
2;69;0.191012;Bhattacharyya
2;69;0.271613;Chisquare
2;69;0.937392;Correlation
2;69;0.244098;Chisquare Alt
2;69;0.823871;Intersect
2;69;0.213286;KL DIV
2;70;0.189775;Bhattacharyya
2;70;0.286224;Chisquare
2;70;0.93819;Correlation
2;70;0.244306;Chisquare Alt
2;70;0.82574;Intersect
2;70;0.20752;KL DIV
2;71;0.193758;Bhattacharyya
2;71;0.308334;Chisquare
2;71;0.924753;Correlation
2;71;0.251826;Chisquare Alt
2;71;0.820331;Intersect
2;71;0.228162;KL DIV
2;72;0.19113;Bhattacharyya
2;72;0.281744;Chisquare
2;72;0.943295;Correlation
2;72;0.246942;Chisquare Alt
2;72;0.824021;Intersect
2;72;0.207437;KL DIV
2;73;0.194862;Bhattacharyya
2;73;0.281934;Chisquare
2;73;0.933924;Correlation
2;73;0.254495;Chisquare Alt
2;73;0.820769;Intersect
2;73;0.21712;KL DIV
2;74;0.193216;Bhattacharyya
2;74;0.291318;Chisquare
2;74;0.936929;Correlation
2;74;0.250823;Chisquare Alt
2;74;0.821285;Intersect
2;74;0.215887;KL DIV
2;75;0.195753;Bhattacharyya
2;75;0.284864;Chisquare
2;75;0.927938;Correlation
2;75;0.257429;Chisquare Alt
2;75;0.819713;Intersect
2;75;0.220764;KL DIV
2;76;0.19586;Bhattacharyya
2;76;0.302526;Chisquare
2;76;0.930214;Correlation
2;76;0.256315;Chisquare Alt
2;76;0.818982;Intersect
2;76;0.22893;KL DIV
2;77;0.196236;Bhattacharyya
2;77;0.306091;Chisquare
2;77;0.929266;Correlation
2;77;0.256608;Chisquare Alt
2;77;0.818949;Intersect
2;77;0.240913;KL DIV
2;78;0.198275;Bhattacharyya
2;78;0.301426;Chisquare
2;78;0.932921;Correlation
2;78;0.260609;Chisquare Alt
2;78;0.817197;Intersect
2;78;0.244744;KL DIV
2;79;0.198115;Bhattacharyya
2;79;0.298804;Chisquare
2;79;0.935102;Correlation
2;79;0.26316;Chisquare Alt
2;79;0.817621;Intersect
2;79;0.24023;KL DIV
2;80;0.200072;Bhattacharyya
2;80;0.292872;Chisquare
2;80;0.929981;Correlation
2;80;0.265362;Chisquare Alt
2;80;0.814581;Intersect
2;80;0.258228;KL DIV
2;81;0.197825;Bhattacharyya
2;81;0.297651;Chisquare
2;81;0.93022;Correlation
2;81;0.261267;Chisquare Alt
2;81;0.816913;Intersect
2;81;0.236561;KL DIV
2;82;0.200115;Bhattacharyya
2;82;0.296214;Chisquare
2;82;0.928596;Correlation
2;82;0.267589;Chisquare Alt
2;82;0.814402;Intersect
2;82;0.234706;KL DIV
2;83;0.199248;Bhattacharyya
2;83;0.317571;Chisquare
2;83;0.928201;Correlation
2;83;0.265581;Chisquare Alt
2;83;0.81553;Intersect
2;83;0.239907;KL DIV
2;84;0.201608;Bhattacharyya
2;84;0.298909;Chisquare
2;84;0.931158;Correlation
2;84;0.270783;Chisquare Alt
2;84;0.81347;Intersect
2;84;0.244182;KL DIV
2;85;0.202006;Bhattacharyya
2;85;0.309968;Chisquare
2;85;0.928414;Correlation
2;85;0.272098;Chisquare Alt
2;85;0.811117;Intersect
2;85;0.257701;KL DIV
2;86;0.200985;Bhattacharyya
2;86;0.299144;Chisquare
2;86;0.929158;Correlation
2;86;0.269217;Chisquare Alt
2;86;0.815772;Intersect
2;86;0.238162;KL DIV
2;87;0.204578;Bhattacharyya
2;87;0.322095;Chisquare
2;87;0.926498;Correlation
2;87;0.277159;Chisquare Alt
2;87;0.809725;Intersect
2;87;0.264399;KL DIV
2;88;0.202779;Bhattacharyya
2;88;0.307053;Chisquare
2;88;0.928885;Correlation
2;88;0.273227;Chisquare Alt
2;88;0.811587;Intersect
2;88;0.242767;KL DIV
2;89;0.203847;Bhattacharyya
2;89;0.324081;Chisquare
2;89;0.929262;Correlation
2;89;0.276129;Chisquare Alt
2;89;0.811228;Intersect
2;89;0.251367;KL DIV
2;90;0.205655;Bhattacharyya
